State_Short,State_Code,State_Name,Value,Year,Metric
RJ,33.0,Rio de Janeiro,848.0,2006,Deaths
SP,35.0,São Paulo,970.0,2006,Deaths
Região Sudeste,,,2183.0,2006,Deaths
PR,41.0,Paraná,176.0,2006,Deaths
SC,42.0,Santa Catarina,54.0,2006,Deaths
RS,43.0,Rio Grande do Sul,242.0,2006,Deaths
Região Sul,,,472.0,2006,Deaths
MS,50.0,Mato Grosso do Sul,57.0,2006,Deaths
MT,51.0,Mato Grosso,80.0,2006,Deaths
GO,52.0,Goiás,65.0,2006,Deaths
DF,53.0,Distrito Federal,10.0,2006,Deaths
Região Centro-Oeste,,,212.0,2006,Deaths
BR,76.0,Brasil,4823.0,2006,Deaths
RO,11.0,Rondônia,1532259.0,2006,Population
AC,12.0,Acre,693719.0,2006,Population
AM,13.0,Amazonas,3276510.0,2006,Population
RR,14.0,Roraima,407693.0,2006,Population
PA,15.0,Pará,7228687.0,2006,Population
AP,16.0,Amapá,615079.0,2006,Population
TO,17.0,Tocantins,1327543.0,2006,Population
Região Norte,,,15081490.0,2006,Population
MA,21.0,Maranhão,6389886.0,2006,Population
PI,22.0,Piauí,3106563.0,2006,Population
CE,23.0,Ceará,8255850.0,2006,Population
RN,24.0,Rio Grande do Norte,3094682.0,2006,Population
PB,25.0,Paraíba,3732327.0,2006,Population
PE,26.0,Pernambuco,8671636.0,2006,Population
AL,27.0,Alagoas,3091754.0,2006,Population
SE,28.0,Sergipe,2003252.0,2006,Population
BA,29.0,Bahia,14010419.0,2006,Population
Região Nordeste,,,52356369.0,2006,Population
MG,31.0,Minas Gerais,19411167.0,2006,Population
ES,32.0,Espírito Santo,3435356.0,2006,Population
RJ,33.0,Rio de Janeiro,15708629.0,2006,Population
SP,35.0,São Paulo,40543155.0,2006,Population
Região Sudeste,,,79098307.0,2006,Population
PR,41.0,Paraná,10337621.0,2006,Population
SC,42.0,Santa Catarina,6014601.0,2006,Population
RS,43.0,Rio Grande do Sul,10753011.0,2006,Population
Região Sul,,,27105233.0,2006,Population
MS,50.0,Mato Grosso do Sul,2353564.0,2006,Population
MT,51.0,Mato Grosso,2897305.0,2006,Population
GO,52.0,Goiás,5746698.0,2006,Population
DF,53.0,Distrito Federal,2422644.0,2006,Population
Região Centro-Oeste,,,13420211.0,2006,Population
BR,76.0,Brasil,187061610.0,2006,Population
RO,11.0,Rondônia,1.8273673053968031,2006,Incidence
AC,12.0,Acre,3.3154634657548665,2006,Incidence
AM,13.0,Amazonas,3.2656698743480104,2006,Incidence
RR,14.0,Roraima,1.4716956141017874,2006,Incidence
PA,15.0,Pará,2.1442344923773846,2006,Incidence
AP,16.0,Amapá,1.7883881582691006,2006,Incidence
TO,17.0,Tocantins,1.1299069032038886,2006,Incidence
Região Norte,,,2.2875723817739493,2006,Incidence
MA,21.0,Maranhão,2.8013019324601407,2006,Incidence
PI,22.0,Piauí,2.3176739052129314,2006,Incidence
CE,23.0,Ceará,3.1977325169425317,2006,Incidence
RN,24.0,Rio Grande do Norte,1.3571669076176487,2006,Incidence
PB,25.0,Paraíba,2.920430069498198,2006,Incidence
PE,26.0,Pernambuco,4.370570904959572,2006,Incidence
AL,27.0,Alagoas,2.6845602851973345,2006,Incidence
SE,28.0,Sergipe,2.1465097751056783,2006,Incidence
BA,29.0,Bahia,3.140519923065827,2006,Incidence
Região Nordeste,,,3.0769895444812074,2006,Incidence
MG,31.0,Minas Gerais,1.5351987853177502,2006,Incidence
ES,32.0,Espírito Santo,1.9503073335048828,2006,Incidence
RJ,33.0,Rio de Janeiro,5.398306879613746,2006,Incidence
SP,35.0,São Paulo,2.392512373543697,2006,Incidence
Região Sudeste,,,2.7598567944064847,2006,Incidence
PR,41.0,Paraná,1.70251937075271,2006,Incidence
SC,42.0,Santa Catarina,0.8978151667916126,2006,Incidence
RS,43.0,Rio Grande do Sul,2.2505324322647864,2006,Incidence
Região Sul,,,1.7413611607765924,2006,Incidence
MS,50.0,Mato Grosso do Sul,2.421858933940186,2006,Incidence
MT,51.0,Mato Grosso,2.761186689009269,2006,Incidence
GO,52.0,Goiás,1.131084320073893,2006,Incidence
DF,53.0,Distrito Federal,0.41277216132456934,2006,Incidence
Região Centro-Oeste,,,1.5797069062475992,2006,Incidence
BR,76.0,Brasil,2.578294926468344,2006,Incidence
RO,11.0,Rondônia,25.0,2007,Deaths
AC,12.0,Acre,28.0,2007,Deaths
AM,13.0,Amazonas,96.0,2007,Deaths
RR,14.0,Roraima,0.0,2007,Deaths
PA,15.0,Pará,169.0,2007,Deaths
AP,16.0,Amapá,11.0,2007,Deaths
TO,17.0,Tocantins,19.0,2007,Deaths
Região Norte,,,348.0,2007,Deaths
MA,21.0,Maranhão,168.0,2007,Deaths
PI,22.0,Piauí,78.0,2007,Deaths
CE,23.0,Ceará,253.0,2007,Deaths
RN,24.0,Rio Grande do Norte,70.0,2007,Deaths
PB,25.0,Paraíba,67.0,2007,Deaths
PE,26.0,Pernambuco,418.0,2007,Deaths
AL,27.0,Alagoas,85.0,2007,Deaths
SE,28.0,Sergipe,35.0,2007,Deaths
BA,29.0,Bahia,428.0,2007,Deaths
Região Nordeste,,,1602.0,2007,Deaths
MG,31.0,Minas Gerais,298.0,2007,Deaths
ES,32.0,Espírito Santo,67.0,2007,Deaths
RJ,33.0,Rio de Janeiro,825.0,2007,Deaths
SP,35.0,São Paulo,921.0,2007,Deaths
Região Sudeste,,,2111.0,2007,Deaths
PR,41.0,Paraná,141.0,2007,Deaths
SC,42.0,Santa Catarina,46.0,2007,Deaths
RS,43.0,Rio Grande do Sul,275.0,2007,Deaths
Região Sul,,,462.0,2007,Deaths
MS,50.0,Mato Grosso do Sul,48.0,2007,Deaths
MT,51.0,Mato Grosso,87.0,2007,Deaths
GO,52.0,Goiás,59.0,2007,Deaths
DF,53.0,Distrito Federal,18.0,2007,Deaths
Região Centro-Oeste,,,212.0,2007,Deaths
BR,76.0,Brasil,4735.0,2007,Deaths
RO,11.0,Rondônia,1549747.0,2007,Population
AC,12.0,Acre,712059.0,2007,Population
AM,13.0,Amazonas,3345514.0,2007,Population
RR,14.0,Roraima,420331.0,2007,Population
PA,15.0,Pará,7367310.0,2007,Population
AP,16.0,Amapá,634544.0,2007,Population
TO,17.0,Tocantins,1349481.0,2007,Population
Região Norte,,,15378986.0,2007,Population
MA,21.0,Maranhão,6477394.0,2007,Population
PI,22.0,Piauí,3130768.0,2007,Population
CE,23.0,Ceará,8350441.0,2007,Population
RN,24.0,Rio Grande do Norte,3130943.0,2007,Population
PB,25.0,Paraíba,3760733.0,2007,Population
PE,26.0,Pernambuco,8754845.0,2007,Population
AL,27.0,Alagoas,3119271.0,2007,Population
SE,28.0,Sergipe,2030173.0,2007,Population
BA,29.0,Bahia,14086566.0,2007,Population
Região Nordeste,,,52841134.0,2007,Population
MG,31.0,Minas Gerais,19551338.0,2007,Population
ES,32.0,Espírito Santo,3474578.0,2007,Population
RJ,33.0,Rio de Janeiro,15854580.0,2007,Population
SP,35.0,São Paulo,40974276.0,2007,Population
Região Sudeste,,,79854772.0,2007,Population
PR,41.0,Paraná,10416632.0,2007,Population
SC,42.0,Santa Catarina,6098418.0,2007,Population
RS,43.0,Rio Grande do Sul,10794069.0,2007,Population
Região Sul,,,27309119.0,2007,Population
MS,50.0,Mato Grosso do Sul,2387703.0,2007,Population
MT,51.0,Mato Grosso,2950139.0,2007,Population
GO,52.0,Goiás,5839392.0,2007,Population
DF,53.0,Distrito Federal,2477023.0,2007,Population
Região Centro-Oeste,,,13654257.0,2007,Population
BR,76.0,Brasil,189038268.0,2007,Population
RO,11.0,Rondônia,1.613166536215266,2007,Incidence
AC,12.0,Acre,3.932258422406009,2007,Incidence
AM,13.0,Amazonas,2.8695142211331355,2007,Incidence
RR,14.0,Roraima,0.0,2007,Incidence
PA,15.0,Pará,2.2939173185328157,2007,Incidence
AP,16.0,Amapá,1.7335283290047656,2007,Incidence
TO,17.0,Tocantins,1.4079486854575944,2007,Incidence
Região Norte,,,2.2628279913903295,2007,Incidence
MA,21.0,Maranhão,2.5936356503865596,2007,Incidence
PI,22.0,Piauí,2.491401470821217,2007,Incidence
CE,23.0,Ceará,3.0297801038292467,2007,Incidence
RN,24.0,Rio Grande do Norte,2.235748143610407,2007,Incidence
PB,25.0,Paraíba,1.7815675827026274,2007,Incidence
PE,26.0,Pernambuco,4.77449914875706,2007,Incidence
AL,27.0,Alagoas,2.7249956800803776,2007,Incidence
SE,28.0,Sergipe,1.7239910096331692,2007,Incidence
BA,29.0,Bahia,3.0383558349139173,2007,Incidence
Região Nordeste,,,3.031729031401938,2007,Incidence
MG,31.0,Minas Gerais,1.5241923596226508,2007,Incidence
ES,32.0,Espírito Santo,1.928291723484118,2007,Incidence
RJ,33.0,Rio de Janeiro,5.203543707874949,2007,Incidence
SP,35.0,São Paulo,2.24775173574757,2007,Incidence
Região Sudeste,,,2.6435489666165473,2007,Incidence
PR,41.0,Paraná,1.353604504795792,2007,Incidence
SC,42.0,Santa Catarina,0.7542939824721756,2007,Incidence
RS,43.0,Rio Grande do Sul,2.547695405689921,2007,Incidence
Região Sul,,,1.6917426007041825,2007,Incidence
MS,50.0,Mato Grosso do Sul,2.0103002760393567,2007,Incidence
MT,51.0,Mato Grosso,2.949013588851237,2007,Incidence
GO,52.0,Goiás,1.0103791627621506,2007,Incidence
DF,53.0,Distrito Federal,0.7266787591394993,2007,Incidence
Região Centro-Oeste,,,1.5526293375025824,2007,Incidence
BR,76.0,Brasil,2.5047838461998606,2007,Incidence
RO,11.0,Rondônia,34.0,2008,Deaths
AC,12.0,Acre,16.0,2008,Deaths
AM,13.0,Amazonas,113.0,2008,Deaths
RR,14.0,Roraima,3.0,2008,Deaths
PA,15.0,Pará,179.0,2008,Deaths
AP,16.0,Amapá,7.0,2008,Deaths
TO,17.0,Tocantins,11.0,2008,Deaths
Região Norte,,,363.0,2008,Deaths
MA,21.0,Maranhão,196.0,2008,Deaths
PI,22.0,Piauí,84.0,2008,Deaths
CE,23.0,Ceará,269.0,2008,Deaths
RN,24.0,Rio Grande do Norte,71.0,2008,Deaths
PB,25.0,Paraíba,75.0,2008,Deaths
PE,26.0,Pernambuco,403.0,2008,Deaths
AL,27.0,Alagoas,95.0,2008,Deaths
SE,28.0,Sergipe,35.0,2008,Deaths
BA,29.0,Bahia,434.0,2008,Deaths
Região Nordeste,,,1662.0,2008,Deaths
MG,31.0,Minas Gerais,306.0,2008,Deaths
ES,32.0,Espírito Santo,73.0,2008,Deaths
RJ,33.0,Rio de Janeiro,870.0,2008,Deaths
SP,35.0,São Paulo,910.0,2008,Deaths
Região Sudeste,,,2159.0,2008,Deaths
PR,41.0,Paraná,152.0,2008,Deaths
SC,42.0,Santa Catarina,59.0,2008,Deaths
RS,43.0,Rio Grande do Sul,290.0,2008,Deaths
Região Sul,,,501.0,2008,Deaths
MS,50.0,Mato Grosso do Sul,59.0,2008,Deaths
MT,51.0,Mato Grosso,78.0,2008,Deaths
GO,52.0,Goiás,50.0,2008,Deaths
DF,53.0,Distrito Federal,9.0,2008,Deaths
Região Centro-Oeste,,,196.0,2008,Deaths
BR,76.0,Brasil,4881.0,2008,Deaths
RO,11.0,Rondônia,1566588.0,2008,Population
AC,12.0,Acre,730523.0,2008,Population
AM,13.0,Amazonas,3415112.0,2008,Population
RR,14.0,Roraima,433189.0,2008,Population
PA,15.0,Pará,7504065.0,2008,Population
AP,16.0,Amapá,654211.0,2008,Population
TO,17.0,Tocantins,1370924.0,2008,Population
Região Norte,,,15674612.0,2008,Population
MA,21.0,Maranhão,6561681.0,2008,Population
PI,22.0,Piauí,3153248.0,2008,Population
CE,23.0,Ceará,8443897.0,2008,Population
RN,24.0,Rio Grande do Norte,3167448.0,2008,Population
PB,25.0,Paraíba,3788518.0,2008,Population
PE,26.0,Pernambuco,8838282.0,2008,Population
AL,27.0,Alagoas,3146543.0,2008,Population
SE,28.0,Sergipe,2056815.0,2008,Population
BA,29.0,Bahia,14162161.0,2008,Population
Região Nordeste,,,53318593.0,2008,Population
MG,31.0,Minas Gerais,19689598.0,2008,Population
ES,32.0,Espírito Santo,3514773.0,2008,Population
RJ,33.0,Rio de Janeiro,16002537.0,2008,Population
SP,35.0,São Paulo,41411375.0,2008,Population
Região Sudeste,,,80618283.0,2008,Population
PR,41.0,Paraná,10494940.0,2008,Population
SC,42.0,Santa Catarina,6182665.0,2008,Population
RS,43.0,Rio Grande do Sul,10833900.0,2008,Population
Região Sul,,,27511505.0,2008,Population
MS,50.0,Mato Grosso do Sul,2422756.0,2008,Population
MT,51.0,Mato Grosso,3002237.0,2008,Population
GO,52.0,Goiás,5931185.0,2008,Population
DF,53.0,Distrito Federal,2531103.0,2008,Population
Região Centro-Oeste,,,13887281.0,2008,Population
BR,76.0,Brasil,191010274.0,2008,Population
RO,11.0,Rondônia,2.1703217438152214,2008,Incidence
AC,12.0,Acre,2.1902116702691083,2008,Incidence
AM,13.0,Amazonas,3.3088226681877493,2008,Incidence
RR,14.0,Roraima,0.6925383608540383,2008,Incidence
PA,15.0,Pará,2.3853737940702806,2008,Incidence
AP,16.0,Amapá,1.0699911802155573,2008,Incidence
TO,17.0,Tocantins,0.8023785417718269,2008,Incidence
Região Norte,,,2.3158467973561323,2008,Incidence
MA,21.0,Maranhão,2.9870394491899255,2008,Incidence
PI,22.0,Piauí,2.6639198692903316,2008,Incidence
CE,23.0,Ceará,3.185732843496315,2008,Incidence
RN,24.0,Rio Grande do Norte,2.2415521896492066,2008,Incidence
PB,25.0,Paraíba,1.9796659274154167,2008,Incidence
PE,26.0,Pernambuco,4.559709681134863,2008,Incidence
AL,27.0,Alagoas,3.0191864531964128,2008,Incidence
SE,28.0,Sergipe,1.7016600909658866,2008,Incidence
BA,29.0,Bahia,3.0645040682703724,2008,Incidence
Região Nordeste,,,3.1171115111758483,2008,Incidence
MG,31.0,Minas Gerais,1.5541200993539839,2008,Incidence
ES,32.0,Espírito Santo,2.0769477858171776,2008,Incidence
RJ,33.0,Rio de Janeiro,5.4366379530945625,2008,Incidence
SP,35.0,São Paulo,2.1974638610768173,2008,Incidence
Região Sudeste,,,2.678052570283592,2008,Incidence
PR,41.0,Paraná,1.4483169984773614,2008,Incidence
SC,42.0,Santa Catarina,0.9542810422366407,2008,Incidence
RS,43.0,Rio Grande do Sul,2.67678306057837,2008,Incidence
Região Sul,,,1.8210563180749288,2008,Incidence
MS,50.0,Mato Grosso do Sul,2.4352431693492864,2008,Incidence
MT,51.0,Mato Grosso,2.59806271123832,2008,Incidence
GO,52.0,Goiás,0.8430018621911136,2008,Incidence
DF,53.0,Distrito Federal,0.35557620531444195,2008,Incidence
Região Centro-Oeste,,,1.4113633907170167,2008,Incidence
BR,76.0,Brasil,2.555359927916757,2008,Incidence
RO,11.0,Rondônia,20.0,2009,Deaths
AC,12.0,Acre,16.0,2009,Deaths
AM,13.0,Amazonas,133.0,2009,Deaths
RR,14.0,Roraima,2.0,2009,Deaths
PA,15.0,Pará,180.0,2009,Deaths
AP,16.0,Amapá,9.0,2009,Deaths
TO,17.0,Tocantins,14.0,2009,Deaths
Região Norte,,,374.0,2009,Deaths
MA,21.0,Maranhão,192.0,2009,Deaths
PI,22.0,Piauí,81.0,2009,Deaths
CE,23.0,Ceará,276.0,2009,Deaths
RN,24.0,Rio Grande do Norte,53.0,2009,Deaths
PB,25.0,Paraíba,80.0,2009,Deaths
PE,26.0,Pernambuco,397.0,2009,Deaths
AL,27.0,Alagoas,99.0,2009,Deaths
SE,28.0,Sergipe,45.0,2009,Deaths
BA,29.0,Bahia,406.0,2009,Deaths
Região Nordeste,,,1629.0,2009,Deaths
MG,31.0,Minas Gerais,315.0,2009,Deaths
ES,32.0,Espírito Santo,70.0,2009,Deaths
RJ,33.0,Rio de Janeiro,815.0,2009,Deaths
SP,35.0,São Paulo,922.0,2009,Deaths
Região Sudeste,,,2122.0,2009,Deaths
PR,41.0,Paraná,122.0,2009,Deaths
SC,42.0,Santa Catarina,65.0,2009,Deaths
RS,43.0,Rio Grande do Sul,273.0,2009,Deaths
Região Sul,,,460.0,2009,Deaths
MS,50.0,Mato Grosso do Sul,67.0,2009,Deaths
MT,51.0,Mato Grosso,82.0,2009,Deaths
GO,52.0,Goiás,57.0,2009,Deaths
DF,53.0,Distrito Federal,6.0,2009,Deaths
Região Centro-Oeste,,,212.0,2009,Deaths
BR,76.0,Brasil,4797.0,2009,Deaths
RO,11.0,Rondônia,1582874.0,2009,Population
AC,12.0,Acre,748586.0,2009,Population
AM,13.0,Amazonas,3485174.0,2009,Population
RR,14.0,Roraima,446088.0,2009,Population
PA,15.0,Pará,7637004.0,2009,Population
AP,16.0,Amapá,674343.0,2009,Population
TO,17.0,Tocantins,1392316.0,2009,Population
Região Norte,,,15966385.0,2009,Population
MA,21.0,Maranhão,6639032.0,2009,Population
PI,22.0,Piauí,3173620.0,2009,Population
CE,23.0,Ceará,8535619.0,2009,Population
RN,24.0,Rio Grande do Norte,3204610.0,2009,Population
PB,25.0,Paraíba,3815616.0,2009,Population
PE,26.0,Pernambuco,8921850.0,2009,Population
AL,27.0,Alagoas,3172200.0,2009,Population
SE,28.0,Sergipe,2083198.0,2009,Population
BA,29.0,Bahia,14235773.0,2009,Population
Região Nordeste,,,53781518.0,2009,Population
MG,31.0,Minas Gerais,19826376.0,2009,Population
ES,32.0,Espírito Santo,3555703.0,2009,Population
RJ,33.0,Rio de Janeiro,16153634.0,2009,Population
SP,35.0,São Paulo,41857032.0,2009,Population
Região Sudeste,,,81392745.0,2009,Population
PR,41.0,Paraná,10574671.0,2009,Population
SC,42.0,Santa Catarina,6268299.0,2009,Population
RS,43.0,Rio Grande do Sul,10875483.0,2009,Population
Região Sul,,,27718453.0,2009,Population
MS,50.0,Mato Grosso do Sul,2459099.0,2009,Population
MT,51.0,Mato Grosso,3055066.0,2009,Population
GO,52.0,Goiás,6022281.0,2009,Population
DF,53.0,Distrito Federal,2585358.0,2009,Population
Região Centro-Oeste,,,14121804.0,2009,Population
BR,76.0,Brasil,192980905.0,2009,Population
RO,11.0,Rondônia,1.2635244498298663,2009,Incidence
AC,12.0,Acre,2.1373629749955247,2009,Incidence
AM,13.0,Amazonas,3.8161652761096,2009,Incidence
RR,14.0,Roraima,0.448342031168738,2009,Incidence
PA,15.0,Pará,2.356945210451638,2009,Incidence
AP,16.0,Amapá,1.3346323755121652,2009,Incidence
TO,17.0,Tocantins,1.0055188620973974,2009,Incidence
Região Norte,,,2.3424212807094404,2009,Incidence
MA,21.0,Maranhão,2.8919878681108933,2009,Incidence
PI,22.0,Piauí,2.552290444350615,2009,Incidence
CE,23.0,Ceará,3.2335088995888874,2009,Incidence
RN,24.0,Rio Grande do Norte,1.6538673972807925,2009,Incidence
PB,25.0,Paraíba,2.096647042050353,2009,Incidence
PE,26.0,Pernambuco,4.449749771628082,2009,Incidence
AL,27.0,Alagoas,3.1208624929071305,2009,Incidence
SE,28.0,Sergipe,2.1601403227153635,2009,Incidence
BA,29.0,Bahia,2.8519701740116252,2009,Incidence
Região Nordeste,,,3.028921571161305,2009,Incidence
MG,31.0,Minas Gerais,1.5887926265496024,2009,Incidence
ES,32.0,Espírito Santo,1.9686683617838723,2009,Incidence
RJ,33.0,Rio de Janeiro,5.045304356901982,2009,Incidence
SP,35.0,São Paulo,2.202736209294534,2009,Incidence
Região Sudeste,,,2.607111972940586,2009,Incidence
PR,41.0,Paraná,1.1537001954954438,2009,Incidence
SC,42.0,Santa Catarina,1.0369639355110534,2009,Incidence
RS,43.0,Rio Grande do Sul,2.510233338602065,2009,Incidence
Região Sul,,,1.6595442754326875,2009,Incidence
MS,50.0,Mato Grosso do Sul,2.724575139105827,2009,Incidence
MT,51.0,Mato Grosso,2.684066399874831,2009,Incidence
GO,52.0,Goiás,0.9464852271091303,2009,Incidence
DF,53.0,Distrito Federal,0.23207617668423483,2009,Incidence
Região Centro-Oeste,,,1.501224631074047,2009,Incidence
BR,76.0,Brasil,2.4857381615035954,2009,Incidence
RO,11.0,Rondônia,27.0,2010,Deaths
AC,12.0,Acre,15.0,2010,Deaths
AM,13.0,Amazonas,110.0,2010,Deaths
RR,14.0,Roraima,4.0,2010,Deaths
PA,15.0,Pará,172.0,2010,Deaths
AP,16.0,Amapá,13.0,2010,Deaths
TO,17.0,Tocantins,13.0,2010,Deaths
Região Norte,,,354.0,2010,Deaths
MA,21.0,Maranhão,187.0,2010,Deaths
PI,22.0,Piauí,71.0,2010,Deaths
CE,23.0,Ceará,240.0,2010,Deaths
RN,24.0,Rio Grande do Norte,61.0,2010,Deaths
PB,25.0,Paraíba,86.0,2010,Deaths
PE,26.0,Pernambuco,356.0,2010,Deaths
AL,27.0,Alagoas,91.0,2010,Deaths
SE,28.0,Sergipe,39.0,2010,Deaths
BA,29.0,Bahia,403.0,2010,Deaths
Região Nordeste,,,1534.0,2010,Deaths
MG,31.0,Minas Gerais,286.0,2010,Deaths
ES,32.0,Espírito Santo,63.0,2010,Deaths
RJ,33.0,Rio de Janeiro,910.0,2010,Deaths
SP,35.0,São Paulo,850.0,2010,Deaths
Região Sudeste,,,2109.0,2010,Deaths
PR,41.0,Paraná,116.0,2010,Deaths
SC,42.0,Santa Catarina,61.0,2010,Deaths
RS,43.0,Rio Grande do Sul,258.0,2010,Deaths
Região Sul,,,435.0,2010,Deaths
MS,50.0,Mato Grosso do Sul,66.0,2010,Deaths
MT,51.0,Mato Grosso,98.0,2010,Deaths
GO,52.0,Goiás,49.0,2010,Deaths
DF,53.0,Distrito Federal,14.0,2010,Deaths
Região Centro-Oeste,,,227.0,2010,Deaths
BR,76.0,Brasil,4659.0,2010,Deaths
RO,11.0,Rondônia,1598634.0,2010,Population
AC,12.0,Acre,765325.0,2010,Population
AM,13.0,Amazonas,3553148.0,2010,Population
RR,14.0,Roraima,458820.0,2010,Population
PA,15.0,Pará,7762953.0,2010,Population
AP,16.0,Amapá,694261.0,2010,Population
TO,17.0,Tocantins,1412989.0,2010,Population
Região Norte,,,16246130.0,2010,Population
MA,21.0,Maranhão,6710964.0,2010,Population
PI,22.0,Piauí,3192643.0,2010,Population
CE,23.0,Ceará,8623766.0,2010,Population
RN,24.0,Rio Grande do Norte,3239939.0,2010,Population
PB,25.0,Paraíba,3840796.0,2010,Population
PE,26.0,Pernambuco,9000873.0,2010,Population
AL,27.0,Alagoas,3195720.0,2010,Population
SE,28.0,Sergipe,2108297.0,2010,Population
BA,29.0,Bahia,14302571.0,2010,Population
Região Nordeste,,,54215569.0,2010,Population
MG,31.0,Minas Gerais,19957444.0,2010,Population
ES,32.0,Espírito Santo,3596057.0,2010,Population
RJ,33.0,Rio de Janeiro,16303188.0,2010,Population
SP,35.0,São Paulo,42298906.0,2010,Population
Região Sudeste,,,82155595.0,2010,Population
PR,41.0,Paraná,10653276.0,2010,Population
SC,42.0,Santa Catarina,6353055.0,2010,Population
RS,43.0,Rio Grande do Sul,10914795.0,2010,Population
Região Sul,,,27921126.0,2010,Population
MS,50.0,Mato Grosso do Sul,2494745.0,2010,Population
MT,51.0,Mato Grosso,3106513.0,2010,Population
GO,52.0,Goiás,6111792.0,2010,Population
DF,53.0,Distrito Federal,2639212.0,2010,Population
Região Centro-Oeste,,,14352262.0,2010,Population
BR,76.0,Brasil,194890682.0,2010,Population
RO,11.0,Rondônia,1.6889419341763028,2010,Incidence
AC,12.0,Acre,1.9599516545258548,2010,Incidence
AM,13.0,Amazonas,3.0958462749088977,2010,Incidence
RR,14.0,Roraima,0.8718015779608562,2010,Incidence
PA,15.0,Pará,2.2156516985224566,2010,Incidence
AP,16.0,Amapá,1.8724946381836225,2010,Incidence
TO,17.0,Tocantins,0.9200354709060014,2010,Incidence
Região Norte,,,2.1789804710414113,2010,Incidence
MA,21.0,Maranhão,2.7864849222853825,2010,Incidence
PI,22.0,Piauí,2.223862799567631,2010,Incidence
CE,23.0,Ceará,2.783006867301362,2010,Incidence
RN,24.0,Rio Grande do Norte,1.882751496247306,2010,Incidence
PB,25.0,Paraíba,2.23911918258611,2010,Incidence
PE,26.0,Pernambuco,3.9551719038808786,2010,Incidence
AL,27.0,Alagoas,2.847558609640394,2010,Incidence
SE,28.0,Sergipe,1.8498342501080256,2010,Incidence
BA,29.0,Bahia,2.8176752277614985,2010,Incidence
Região Nordeste,,,2.829445541740971,2010,Incidence
MG,31.0,Minas Gerais,1.4330492421775052,2010,Incidence
ES,32.0,Espírito Santo,1.7519188377714814,2010,Incidence
RJ,33.0,Rio de Janeiro,5.581730395306733,2010,Incidence
SP,35.0,São Paulo,2.009508236454153,2010,Incidence
Região Sudeste,,,2.5670801848614206,2010,Incidence
PR,41.0,Paraná,1.0888669363301955,2010,Incidence
SC,42.0,Santa Catarina,0.9601679821755046,2010,Incidence
RS,43.0,Rio Grande do Sul,2.3637640468739907,2010,Incidence
Região Sul,,,1.5579600908645304,2010,Incidence
MS,50.0,Mato Grosso do Sul,2.6455609691571684,2010,Incidence
MT,51.0,Mato Grosso,3.1546624784766713,2010,Incidence
GO,52.0,Goiás,0.8017288546468858,2010,Incidence
DF,53.0,Distrito Federal,0.5304613649831844,2010,Incidence
Região Centro-Oeste,,,1.5816322193672328,2010,Incidence
BR,76.0,Brasil,2.3905709355565805,2010,Incidence
RO,11.0,Rondônia,25.0,2011,Deaths
AC,12.0,Acre,18.0,2011,Deaths
AM,13.0,Amazonas,126.0,2011,Deaths
RR,14.0,Roraima,7.0,2011,Deaths
PA,15.0,Pará,212.0,2011,Deaths
AP,16.0,Amapá,16.0,2011,Deaths
TO,17.0,Tocantins,22.0,2011,Deaths
Região Norte,,,426.0,2011,Deaths
MA,21.0,Maranhão,177.0,2011,Deaths
PI,22.0,Piauí,52.0,2011,Deaths
CE,23.0,Ceará,236.0,2011,Deaths
RN,24.0,Rio Grande do Norte,72.0,2011,Deaths
PB,25.0,Paraíba,79.0,2011,Deaths
PE,26.0,Pernambuco,357.0,2011,Deaths
AL,27.0,Alagoas,90.0,2011,Deaths
SE,28.0,Sergipe,46.0,2011,Deaths
BA,29.0,Bahia,360.0,2011,Deaths
Região Nordeste,,,1469.0,2011,Deaths
MG,31.0,Minas Gerais,271.0,2011,Deaths
ES,32.0,Espírito Santo,61.0,2011,Deaths
RJ,33.0,Rio de Janeiro,849.0,2011,Deaths
SP,35.0,São Paulo,843.0,2011,Deaths
Região Sudeste,,,2024.0,2011,Deaths
PR,41.0,Paraná,125.0,2011,Deaths
SC,42.0,Santa Catarina,64.0,2011,Deaths
RS,43.0,Rio Grande do Sul,259.0,2011,Deaths
Região Sul,,,448.0,2011,Deaths
MS,50.0,Mato Grosso do Sul,57.0,2011,Deaths
MT,51.0,Mato Grosso,62.0,2011,Deaths
GO,52.0,Goiás,59.0,2011,Deaths
DF,53.0,Distrito Federal,18.0,2011,Deaths
Região Centro-Oeste,,,196.0,2011,Deaths
BR,76.0,Brasil,4563.0,2011,Deaths
RO,11.0,Rondônia,1618210.0,2011,Population
AC,12.0,Acre,778499.0,2011,Population
AM,13.0,Amazonas,3618040.0,2011,Population
RR,14.0,Roraima,469543.0,2011,Population
PA,15.0,Pará,7862943.0,2011,Population
AP,16.0,Amapá,711453.0,2011,Population
TO,17.0,Tocantins,1431478.0,2011,Population
Região Norte,,,16490166.0,2011,Population
MA,21.0,Maranhão,6757213.0,2011,Population
PI,22.0,Piauí,3203635.0,2011,Population
CE,23.0,Ceará,8680836.0,2011,Population
RN,24.0,Rio Grande do Norte,3271415.0,2011,Population
PB,25.0,Paraíba,3859813.0,2011,Population
PE,26.0,Pernambuco,9062229.0,2011,Population
AL,27.0,Alagoas,3213606.0,2011,Population
SE,28.0,Sergipe,2130440.0,2011,Population
BA,29.0,Bahia,14372994.0,2011,Population
