State_Short,State_Code,State_Name,Value,Year,Metric
PB,25.0,Paraíba,1.9728390646415896,2016,Incidence
PE,26.0,Pernambuco,4.2977791466210284,2016,Incidence
AL,27.0,Alagoas,2.3982555271441544,2016,Incidence
SE,28.0,Sergipe,1.966803925740636,2016,Incidence
BA,29.0,Bahia,2.171591982509631,2016,Incidence
Região Nordeste,,,2.547271026609007,2016,Incidence
MG,31.0,Minas Gerais,1.2656239593491208,2016,Incidence
ES,32.0,Espírito Santo,1.984855296315696,2016,Incidence
RJ,33.0,Rio de Janeiro,4.325060960937678,2016,Incidence
SP,35.0,São Paulo,1.9570912217868044,2016,Incidence
Região Sudeste,,,2.2566311058732467,2016,Incidence
PR,41.0,Paraná,1.2884519008826163,2016,Incidence
SC,42.0,Santa Catarina,1.0443776365095856,2016,Incidence
RS,43.0,Rio Grande do Sul,2.235095143369777,2016,Incidence
Região Sul,,,1.5938453406201074,2016,Incidence
MS,50.0,Mato Grosso do Sul,2.345972040481796,2016,Incidence
MT,51.0,Mato Grosso,2.1447855348514246,2016,Incidence
GO,52.0,Goiás,0.8623086381024453,2016,Incidence
DF,53.0,Distrito Federal,0.5535903099552145,2016,Incidence
Região Centro-Oeste,,,1.33471385746546,2016,Incidence
BR,76.0,Brasil,2.1851601576896966,2016,Incidence
RO,11.0,Rondônia,24.0,2017,Deaths
AC,12.0,Acre,13.0,2017,Deaths
AM,13.0,Amazonas,161.0,2017,Deaths
RR,14.0,Roraima,6.0,2017,Deaths
PA,15.0,Pará,261.0,2017,Deaths
AP,16.0,Amapá,12.0,2017,Deaths
TO,17.0,Tocantins,10.0,2017,Deaths
Região Norte,,,487.0,2017,Deaths
MA,21.0,Maranhão,168.0,2017,Deaths
PI,22.0,Piauí,58.0,2017,Deaths
CE,23.0,Ceará,207.0,2017,Deaths
RN,24.0,Rio Grande do Norte,71.0,2017,Deaths
PB,25.0,Paraíba,60.0,2017,Deaths
PE,26.0,Pernambuco,436.0,2017,Deaths
AL,27.0,Alagoas,75.0,2017,Deaths
SE,28.0,Sergipe,44.0,2017,Deaths
BA,29.0,Bahia,399.0,2017,Deaths
Região Nordeste,,,1518.0,2017,Deaths
MG,31.0,Minas Gerais,240.0,2017,Deaths
ES,32.0,Espírito Santo,69.0,2017,Deaths
RJ,33.0,Rio de Janeiro,706.0,2017,Deaths
SP,35.0,São Paulo,923.0,2017,Deaths
Região Sudeste,,,1938.0,2017,Deaths
PR,41.0,Paraná,125.0,2017,Deaths
SC,42.0,Santa Catarina,65.0,2017,Deaths
RS,43.0,Rio Grande do Sul,269.0,2017,Deaths
Região Sul,,,459.0,2017,Deaths
MS,50.0,Mato Grosso do Sul,67.0,2017,Deaths
MT,51.0,Mato Grosso,65.0,2017,Deaths
GO,52.0,Goiás,64.0,2017,Deaths
DF,53.0,Distrito Federal,16.0,2017,Deaths
Região Centro-Oeste,,,212.0,2017,Deaths
BR,76.0,Brasil,4614.0,2017,Deaths
RO,11.0,Rondônia,1737578.0,2017,Population
AC,12.0,Acre,856457.0,2017,Population
AM,13.0,Amazonas,4015812.0,2017,Population
RR,14.0,Roraima,546885.0,2017,Population
PA,15.0,Pará,8422634.0,2017,Population
AP,16.0,Amapá,813084.0,2017,Population
TO,17.0,Tocantins,1537350.0,2017,Population
Região Norte,,,17929800.0,2017,Population
MA,21.0,Maranhão,6994148.0,2017,Population
PI,22.0,Piauí,3255400.0,2017,Population
CE,23.0,Ceará,9017990.0,2017,Population
RN,24.0,Rio Grande do Norte,3450669.0,2017,Population
PB,25.0,Paraíba,3974437.0,2017,Population
PE,26.0,Pernambuco,9434403.0,2017,Population
AL,27.0,Alagoas,3307968.0,2017,Population
SE,28.0,Sergipe,2257266.0,2017,Population
BA,29.0,Bahia,14749868.0,2017,Population
Região Nordeste,,,56442149.0,2017,Population
MG,31.0,Minas Gerais,20908628.0,2017,Population
ES,32.0,Espírito Santo,3925341.0,2017,Population
RJ,33.0,Rio de Janeiro,17051465.0,2017,Population
SP,35.0,São Paulo,45149603.0,2017,Population
Região Sudeste,,,87035037.0,2017,Population
PR,41.0,Paraná,11261927.0,2017,Population
SC,42.0,Santa Catarina,6984749.0,2017,Population
RS,43.0,Rio Grande do Sul,11280193.0,2017,Population
Região Sul,,,29526869.0,2017,Population
MS,50.0,Mato Grosso do Sul,2716534.0,2017,Population
MT,51.0,Mato Grosso,3398791.0,2017,Population
GO,52.0,Goiás,6824504.0,2017,Population
DF,53.0,Distrito Federal,2931057.0,2017,Population
Região Centro-Oeste,,,15870886.0,2017,Population
BR,76.0,Brasil,206804741.0,2017,Population
RO,11.0,Rondônia,1.3812329575996014,2017,Incidence
AC,12.0,Acre,1.517881224626572,2017,Incidence
AM,13.0,Amazonas,4.009151822844297,2017,Incidence
RR,14.0,Roraima,1.097122795468883,2017,Incidence
PA,15.0,Pará,3.0987930853934764,2017,Incidence
AP,16.0,Amapá,1.4758622725327273,2017,Incidence
TO,17.0,Tocantins,0.650469964549387,2017,Incidence
Região Norte,,,2.7161485348414374,2017,Incidence
MA,21.0,Maranhão,2.402008078753838,2017,Incidence
PI,22.0,Piauí,1.781655096147939,2017,Incidence
CE,23.0,Ceará,2.2954117270034673,2017,Incidence
RN,24.0,Rio Grande do Norte,2.057572024439319,2017,Incidence
PB,25.0,Paraíba,1.5096477815600047,2017,Incidence
PE,26.0,Pernambuco,4.6213840981777015,2017,Incidence
AL,27.0,Alagoas,2.2672528875732776,2017,Incidence
SE,28.0,Sergipe,1.9492607428632691,2017,Incidence
BA,29.0,Bahia,2.7051089541953868,2017,Incidence
Região Nordeste,,,2.689479452669316,2017,Incidence
MG,31.0,Minas Gerais,1.1478514993905866,2017,Incidence
ES,32.0,Espírito Santo,1.7578090667791664,2017,Incidence
RJ,33.0,Rio de Janeiro,4.140406704057393,2017,Incidence
SP,35.0,São Paulo,2.044314763963705,2017,Incidence
Região Sudeste,,,2.2266894653011984,2017,Incidence
PR,41.0,Paraná,1.1099343833430992,2017,Incidence
SC,42.0,Santa Catarina,0.9305989377714218,2017,Incidence
RS,43.0,Rio Grande do Sul,2.384710970814063,2017,Incidence
Região Sul,,,1.554516328839336,2017,Incidence
MS,50.0,Mato Grosso do Sul,2.466378112698019,2017,Incidence
MT,51.0,Mato Grosso,1.9124447487356535,2017,Incidence
GO,52.0,Goiás,0.9377970911878724,2017,Incidence
DF,53.0,Distrito Federal,0.5458781593124937,2017,Incidence
Região Centro-Oeste,,,1.3357792375296502,2017,Incidence
BR,76.0,Brasil,2.2310900503001525,2017,Incidence
RO,11.0,Rondônia,23.0,2018,Deaths
AC,12.0,Acre,27.0,2018,Deaths
AM,13.0,Amazonas,166.0,2018,Deaths
RR,14.0,Roraima,9.0,2018,Deaths
PA,15.0,Pará,213.0,2018,Deaths
AP,16.0,Amapá,9.0,2018,Deaths
TO,17.0,Tocantins,12.0,2018,Deaths
Região Norte,,,459.0,2018,Deaths
MA,21.0,Maranhão,158.0,2018,Deaths
PI,22.0,Piauí,48.0,2018,Deaths
CE,23.0,Ceará,232.0,2018,Deaths
RN,24.0,Rio Grande do Norte,87.0,2018,Deaths
PB,25.0,Paraíba,77.0,2018,Deaths
PE,26.0,Pernambuco,390.0,2018,Deaths
AL,27.0,Alagoas,66.0,2018,Deaths
SE,28.0,Sergipe,44.0,2018,Deaths
BA,29.0,Bahia,311.0,2018,Deaths
Região Nordeste,,,1413.0,2018,Deaths
MG,31.0,Minas Gerais,235.0,2018,Deaths
ES,32.0,Espírito Santo,73.0,2018,Deaths
RJ,33.0,Rio de Janeiro,739.0,2018,Deaths
SP,35.0,São Paulo,909.0,2018,Deaths
Região Sudeste,,,1956.0,2018,Deaths
PR,41.0,Paraná,126.0,2018,Deaths
SC,42.0,Santa Catarina,71.0,2018,Deaths
RS,43.0,Rio Grande do Sul,301.0,2018,Deaths
Região Sul,,,498.0,2018,Deaths
MS,50.0,Mato Grosso do Sul,56.0,2018,Deaths
MT,51.0,Mato Grosso,58.0,2018,Deaths
GO,52.0,Goiás,68.0,2018,Deaths
DF,53.0,Distrito Federal,23.0,2018,Deaths
Região Centro-Oeste,,,205.0,2018,Deaths
BR,76.0,Brasil,4531.0,2018,Deaths
RO,11.0,Rondônia,1757589.0,2018,Population
AC,12.0,Acre,869265.0,2018,Population
AM,13.0,Amazonas,4080611.0,2018,Population
RR,14.0,Roraima,576568.0,2018,Population
PA,15.0,Pará,8513497.0,2018,Population
AP,16.0,Amapá,829494.0,2018,Population
TO,17.0,Tocantins,1555229.0,2018,Population
Região Norte,,,18182253.0,2018,Population
MA,21.0,Maranhão,7035055.0,2018,Population
PI,22.0,Piauí,3264531.0,2018,Population
CE,23.0,Ceará,9075649.0,2018,Population
RN,24.0,Rio Grande do Norte,3479010.0,2018,Population
PB,25.0,Paraíba,3996496.0,2018,Population
PE,26.0,Pernambuco,9496294.0,2018,Population
AL,27.0,Alagoas,3322820.0,2018,Population
SE,28.0,Sergipe,2278308.0,2018,Population
BA,29.0,Bahia,14812617.0,2018,Population
Região Nordeste,,,56760780.0,2018,Population
MG,31.0,Minas Gerais,21040662.0,2018,Population
ES,32.0,Espírito Santo,3972388.0,2018,Population
RJ,33.0,Rio de Janeiro,17159960.0,2018,Population
SP,35.0,São Paulo,45538936.0,2018,Population
Região Sudeste,,,87711946.0,2018,Population
PR,41.0,Paraná,11348937.0,2018,Population
SC,42.0,Santa Catarina,7075494.0,2018,Population
RS,43.0,Rio Grande do Sul,11329605.0,2018,Population
Região Sul,,,29754036.0,2018,Population
MS,50.0,Mato Grosso do Sul,2748023.0,2018,Population
MT,51.0,Mato Grosso,3441998.0,2018,Population
GO,52.0,Goiás,6921161.0,2018,Population
DF,53.0,Distrito Federal,2974703.0,2018,Population
Região Centro-Oeste,,,16085885.0,2018,Population
BR,76.0,Brasil,208494900.0,2018,Population
RO,11.0,Rondônia,1.3086108299494363,2018,Incidence
AC,12.0,Acre,3.1060723714862557,2018,Incidence
AM,13.0,Amazonas,4.068018245306892,2018,Incidence
RR,14.0,Roraima,1.5609607192906994,2018,Incidence
PA,15.0,Pará,2.501909614815158,2018,Incidence
AP,16.0,Amapá,1.0849988065013128,2018,Incidence
TO,17.0,Tocantins,0.77159055033053,2018,Incidence
Região Norte,,,2.524439628026296,2018,Incidence
MA,21.0,Maranhão,2.245895732158455,2018,Incidence
PI,22.0,Piauí,1.470349033291459,2018,Incidence
CE,23.0,Ceará,2.5562910156618,2018,Incidence
RN,24.0,Rio Grande do Norte,2.500711409280226,2018,Incidence
PB,25.0,Paraíba,1.926687778493961,2018,Incidence
PE,26.0,Pernambuco,4.106865267650727,2018,Incidence
AL,27.0,Alagoas,1.9862646787969256,2018,Incidence
SE,28.0,Sergipe,1.9312577579501982,2018,Incidence
BA,29.0,Bahia,2.099561475193749,2018,Incidence
Região Nordeste,,,2.489394966031122,2018,Incidence
MG,31.0,Minas Gerais,1.1168850105571773,2018,Incidence
ES,32.0,Espírito Santo,1.8376855433054373,2018,Incidence
RJ,33.0,Rio de Janeiro,4.306536845074231,2018,Incidence
SP,35.0,São Paulo,1.9960940677226189,2018,Incidence
Região Sudeste,,,2.2300269110435655,2018,Incidence
PR,41.0,Paraná,1.1102361392965703,2018,Incidence
SC,42.0,Santa Catarina,1.0034635037497028,2018,Incidence
RS,43.0,Rio Grande do Sul,2.656756347639657,2018,Incidence
Região Sul,,,1.6737225161655378,2018,Incidence
MS,50.0,Mato Grosso do Sul,2.0378286499057685,2018,Incidence
MT,51.0,Mato Grosso,1.685067800736665,2018,Incidence
GO,52.0,Goiás,0.9824941220121884,2018,Incidence
DF,53.0,Distrito Federal,0.7731864323934188,2018,Incidence
Região Centro-Oeste,,,1.2744092103107787,2018,Incidence
BR,76.0,Brasil,2.1731946440896155,2018,Incidence
RO,11.0,Rondônia,19.0,2019,Deaths
AC,12.0,Acre,28.0,2019,Deaths
AM,13.0,Amazonas,170.0,2019,Deaths
RR,14.0,Roraima,20.0,2019,Deaths
PA,15.0,Pará,255.0,2019,Deaths
AP,16.0,Amapá,13.0,2019,Deaths
TO,17.0,Tocantins,12.0,2019,Deaths
Região Norte,,,517.0,2019,Deaths
MA,21.0,Maranhão,173.0,2019,Deaths
PI,22.0,Piauí,59.0,2019,Deaths
CE,23.0,Ceará,217.0,2019,Deaths
RN,24.0,Rio Grande do Norte,75.0,2019,Deaths
PB,25.0,Paraíba,62.0,2019,Deaths
PE,26.0,Pernambuco,373.0,2019,Deaths
AL,27.0,Alagoas,76.0,2019,Deaths
SE,28.0,Sergipe,36.0,2019,Deaths
BA,29.0,Bahia,318.0,2019,Deaths
Região Nordeste,,,1389.0,2019,Deaths
MG,31.0,Minas Gerais,241.0,2019,Deaths
ES,32.0,Espírito Santo,88.0,2019,Deaths
RJ,33.0,Rio de Janeiro,664.0,2019,Deaths
SP,35.0,São Paulo,901.0,2019,Deaths
Região Sudeste,,,1894.0,2019,Deaths
PR,41.0,Paraná,157.0,2019,Deaths
SC,42.0,Santa Catarina,80.0,2019,Deaths
RS,43.0,Rio Grande do Sul,280.0,2019,Deaths
Região Sul,,,517.0,2019,Deaths
MS,50.0,Mato Grosso do Sul,50.0,2019,Deaths
MT,51.0,Mato Grosso,71.0,2019,Deaths
GO,52.0,Goiás,65.0,2019,Deaths
DF,53.0,Distrito Federal,29.0,2019,Deaths
Região Centro-Oeste,,,215.0,2019,Deaths
BR,76.0,Brasil,4532.0,2019,Deaths
RO,11.0,Rondônia,1777225.0,2019,Population
AC,12.0,Acre,881935.0,2019,Population
AM,13.0,Amazonas,4144597.0,2019,Population
RR,14.0,Roraima,605761.0,2019,Population
PA,15.0,Pará,8602865.0,2019,Population
AP,16.0,Amapá,845731.0,2019,Population
TO,17.0,Tocantins,1572866.0,2019,Population
Região Norte,,,18430980.0,2019,Population
MA,21.0,Maranhão,7075181.0,2019,Population
PI,22.0,Piauí,3273227.0,2019,Population
CE,23.0,Ceará,9132078.0,2019,Population
RN,24.0,Rio Grande do Norte,3506853.0,2019,Population
PB,25.0,Paraíba,4018127.0,2019,Population
PE,26.0,Pernambuco,9557071.0,2019,Population
AL,27.0,Alagoas,3337357.0,2019,Population
SE,28.0,Sergipe,2298696.0,2019,Population
BA,29.0,Bahia,14873064.0,2019,Population
Região Nordeste,,,57071654.0,2019,Population
MG,31.0,Minas Gerais,21168791.0,2019,Population
ES,32.0,Espírito Santo,4018650.0,2019,Population
RJ,33.0,Rio de Janeiro,17264943.0,2019,Population
SP,35.0,São Paulo,45919049.0,2019,Population
Região Sudeste,,,88371433.0,2019,Population
PR,41.0,Paraná,11433957.0,2019,Population
SC,42.0,Santa Catarina,7164788.0,2019,Population
RS,43.0,Rio Grande do Sul,11377239.0,2019,Population
Região Sul,,,29975984.0,2019,Population
MS,50.0,Mato Grosso do Sul,2778986.0,2019,Population
MT,51.0,Mato Grosso,3484466.0,2019,Population
GO,52.0,Goiás,7018354.0,2019,Population
DF,53.0,Distrito Federal,3015268.0,2019,Population
Região Centro-Oeste,,,16297074.0,2019,Population
BR,76.0,Brasil,210147125.0,2019,Population
RO,11.0,Rondônia,1.069082417814289,2019,Incidence
AC,12.0,Acre,3.174837147862371,2019,Incidence
AM,13.0,Amazonas,4.101725692510032,2019,Incidence
RR,14.0,Roraima,3.3016321618592155,2019,Incidence
PA,15.0,Pará,2.9641288105764767,2019,Incidence
AP,16.0,Amapá,1.537131783037396,2019,Incidence
TO,17.0,Tocantins,0.7629384829985517,2019,Incidence
Região Norte,,,2.805059741804288,2019,Incidence
MA,21.0,Maranhão,2.4451671271731423,2019,Incidence
PI,22.0,Piauí,1.8025025456529595,2019,Incidence
CE,23.0,Ceará,2.3762390115371335,2019,Incidence
RN,24.0,Rio Grande do Norte,2.1386696277260553,2019,Incidence
PB,25.0,Paraíba,1.5430074758712207,2019,Incidence
PE,26.0,Pernambuco,3.902869404234833,2019,Incidence
AL,27.0,Alagoas,2.2772511301607827,2019,Incidence
SE,28.0,Sergipe,1.566105304920703,2019,Incidence
BA,29.0,Bahia,2.138093401601714,2019,Incidence
Região Nordeste,,,2.4337826270113005,2019,Incidence
MG,31.0,Minas Gerais,1.1384684179649183,2019,Incidence
ES,32.0,Espírito Santo,2.18979010364177,2019,Incidence
RJ,33.0,Rio de Janeiro,3.845943771722849,2019,Incidence
SP,35.0,São Paulo,1.9621486498990868,2019,Incidence
Região Sudeste,,,2.143226533397959,2019,Incidence
PR,41.0,Paraná,1.3731029424021797,2019,Incidence
SC,42.0,Santa Catarina,1.1165717673712048,2019,Incidence
RS,43.0,Rio Grande do Sul,2.4610540395609166,2019,Incidence
Região Sul,,,1.7247140244003334,2019,Incidence
MS,50.0,Mato Grosso do Sul,1.799217412394305,2019,Incidence
MT,51.0,Mato Grosso,2.0376149458769293,2019,Incidence
GO,52.0,Goiás,0.9261430814119664,2019,Incidence
DF,53.0,Distrito Federal,0.9617718889332557,2019,Incidence
Região Centro-Oeste,,,1.3192552233609542,2019,Incidence
BR,76.0,Brasil,2.1565843453723192,2019,Incidence
RO,11.0,Rondônia,29.0,2020,Deaths
AC,12.0,Acre,35.0,2020,Deaths
AM,13.0,Amazonas,148.0,2020,Deaths
RR,14.0,Roraima,15.0,2020,Deaths
PA,15.0,Pará,248.0,2020,Deaths
AP,16.0,Amapá,14.0,2020,Deaths
TO,17.0,Tocantins,13.0,2020,Deaths
Região Norte,,,502.0,2020,Deaths
MA,21.0,Maranhão,152.0,2020,Deaths
PI,22.0,Piauí,63.0,2020,Deaths
CE,23.0,Ceará,172.0,2020,Deaths
RN,24.0,Rio Grande do Norte,78.0,2020,Deaths
PB,25.0,Paraíba,61.0,2020,Deaths
PE,26.0,Pernambuco,318.0,2020,Deaths
AL,27.0,Alagoas,68.0,2020,Deaths
SE,28.0,Sergipe,35.0,2020,Deaths
BA,29.0,Bahia,324.0,2020,Deaths
Região Nordeste,,,1271.0,2020,Deaths
MG,31.0,Minas Gerais,242.0,2020,Deaths
ES,32.0,Espírito Santo,85.0,2020,Deaths
RJ,33.0,Rio de Janeiro,765.0,2020,Deaths
SP,35.0,São Paulo,941.0,2020,Deaths
Região Sudeste,,,2033.0,2020,Deaths
PR,41.0,Paraná,139.0,2020,Deaths
SC,42.0,Santa Catarina,81.0,2020,Deaths
RS,43.0,Rio Grande do Sul,283.0,2020,Deaths
Região Sul,,,503.0,2020,Deaths
MS,50.0,Mato Grosso do Sul,73.0,2020,Deaths
MT,51.0,Mato Grosso,78.0,2020,Deaths
GO,52.0,Goiás,80.0,2020,Deaths
DF,53.0,Distrito Federal,29.0,2020,Deaths
Região Centro-Oeste,,,260.0,2020,Deaths
BR,76.0,Brasil,4569.0,2020,Deaths
RO,11.0,Rondônia,1796460.0,2020,Population
AC,12.0,Acre,894470.0,2020,Population
AM,13.0,Amazonas,4207714.0,2020,Population
RR,14.0,Roraima,631181.0,2020,Population
PA,15.0,Pará,8690745.0,2020,Population
AP,16.0,Amapá,861773.0,2020,Population
TO,17.0,Tocantins,1590248.0,2020,Population
Região Norte,,,18672591.0,2020,Population
MA,21.0,Maranhão,7114598.0,2020,Population
PI,22.0,Piauí,3281480.0,2020,Population
CE,23.0,Ceará,9187103.0,2020,Population
RN,24.0,Rio Grande do Norte,3534165.0,2020,Population
PB,25.0,Paraíba,4039277.0,2020,Population
PE,26.0,Pernambuco,9616621.0,2020,Population
AL,27.0,Alagoas,3351543.0,2020,Population
SE,28.0,Sergipe,2318822.0,2020,Population
BA,29.0,Bahia,14930634.0,2020,Population
Região Nordeste,,,57374243.0,2020,Population
MG,31.0,Minas Gerais,21292666.0,2020,Population
ES,32.0,Espírito Santo,4064052.0,2020,Population
RJ,33.0,Rio de Janeiro,17366189.0,2020,Population
SP,35.0,São Paulo,46289333.0,2020,Population
Região Sudeste,,,89012240.0,2020,Population
PR,41.0,Paraná,11516840.0,2020,Population
SC,42.0,Santa Catarina,7252502.0,2020,Population
RS,43.0,Rio Grande do Sul,11422973.0,2020,Population
Região Sul,,,30192315.0,2020,Population
MS,50.0,Mato Grosso do Sul,2809394.0,2020,Population
MT,51.0,Mato Grosso,3526220.0,2020,Population
GO,52.0,Goiás,7113540.0,2020,Population
DF,53.0,Distrito Federal,3055149.0,2020,Population
Região Centro-Oeste,,,16504303.0,2020,Population
BR,76.0,Brasil,211755692.0,2020,Population
RO,11.0,Rondônia,1.6142858733286576,2020,Incidence
AC,12.0,Acre,3.9129316802128637,2020,Incidence
AM,13.0,Amazonas,3.5173493255482664,2020,Incidence
RR,14.0,Roraima,2.37649739139803,2020,Incidence
PA,15.0,Pará,2.853610363668477,2020,Incidence
AP,16.0,Amapá,1.6245577431643832,2020,Incidence
TO,17.0,Tocantins,0.8174825561799166,2020,Incidence
Região Norte,,,2.6884324730295863,2020,Incidence
MA,21.0,Maranhão,2.136452403916567,2020,Incidence
PI,22.0,Piauí,1.9198654265758133,2020,Incidence
CE,23.0,Ceará,1.872189742511867,2020,Incidence
RN,24.0,Rio Grande do Norte,2.2070276854646007,2020,Incidence
PB,25.0,Paraíba,1.5101712509441665,2020,Incidence
PE,26.0,Pernambuco,3.3067748016689023,2020,Incidence
AL,27.0,Alagoas,2.028916233507969,2020,Incidence
SE,28.0,Sergipe,1.5093870939640903,2020,Incidence
BA,29.0,Bahia,2.1700351103643687,2020,Incidence
Região Nordeste,,,2.2152797728416216,2020,Incidence
MG,31.0,Minas Gerais,1.1365415678806967,2020,Incidence
ES,32.0,Espírito Santo,2.0915086716410123,2020,Incidence
RJ,33.0,Rio de Janeiro,4.40511156477682,2020,Incidence
SP,35.0,São Paulo,2.0328657576465834,2020,Incidence
Região Sudeste,,,2.283955554876498,2020,Incidence
PR,41.0,Paraná,1.20692828935715,2020,Incidence
SC,42.0,Santa Catarina,1.1168559484712999,2020,Incidence
RS,43.0,Rio Grande do Sul,2.477463616520848,2020,Incidence
Região Sul,,,1.6659868579140091,2020,Incidence
MS,50.0,Mato Grosso do Sul,2.5984251407954884,2020,Incidence
MT,51.0,Mato Grosso,2.2120003856821184,2020,Incidence
GO,52.0,Goiás,1.124615873390745,2020,Incidence
DF,53.0,Distrito Federal,0.9492172067548914,2020,Incidence
Região Centro-Oeste,,,1.5753467444217428,2020,Incidence
BR,76.0,Brasil,2.1576751759759074,2020,Incidence
RO,11.0,Rondônia,40.0,2021,Deaths
AC,12.0,Acre,21.0,2021,Deaths
AM,13.0,Amazonas,152.0,2021,Deaths
RR,14.0,Roraima,17.0,2021,Deaths
PA,15.0,Pará,246.0,2021,Deaths
AP,16.0,Amapá,8.0,2021,Deaths
TO,17.0,Tocantins,8.0,2021,Deaths
Região Norte,,,492.0,2021,Deaths
MA,21.0,Maranhão,169.0,2021,Deaths
PI,22.0,Piauí,74.0,2021,Deaths
CE,23.0,Ceará,204.0,2021,Deaths
RN,24.0,Rio Grande do Norte,73.0,2021,Deaths
PB,25.0,Paraíba,73.0,2021,Deaths
PE,26.0,Pernambuco,344.0,2021,Deaths
AL,27.0,Alagoas,66.0,2021,Deaths
SE,28.0,Sergipe,43.0,2021,Deaths
BA,29.0,Bahia,376.0,2021,Deaths
Região Nordeste,,,1422.0,2021,Deaths
MG,31.0,Minas Gerais,278.0,2021,Deaths
ES,32.0,Espírito Santo,103.0,2021,Deaths
RJ,33.0,Rio de Janeiro,883.0,2021,Deaths
SP,35.0,São Paulo,1021.0,2021,Deaths
Região Sudeste,,,2285.0,2021,Deaths
PR,41.0,Paraná,169.0,2021,Deaths
SC,42.0,Santa Catarina,113.0,2021,Deaths
RS,43.0,Rio Grande do Sul,346.0,2021,Deaths
Região Sul,,,628.0,2021,Deaths
MS,50.0,Mato Grosso do Sul,89.0,2021,Deaths
MT,51.0,Mato Grosso,83.0,2021,Deaths
GO,52.0,Goiás,90.0,2021,Deaths
DF,53.0,Distrito Federal,31.0,2021,Deaths
Região Centro-Oeste,,,293.0,2021,Deaths
BR,76.0,Brasil,5120.0,2021,Deaths
RO,11.0,Rondônia,1815278.0,2021,Population
AC,12.0,Acre,906876.0,2021,Population
AM,13.0,Amazonas,4269995.0,2021,Population
RR,14.0,Roraima,652713.0,2021,Population
PA,15.0,Pará,8777124.0,2021,Population
AP,16.0,Amapá,877613.0,2021,Population
TO,17.0,Tocantins,1607363.0,2021,Population
Região Norte,,,18906962.0,2021,Population
MA,21.0,Maranhão,7153262.0,2021,Population
PI,22.0,Piauí,3289290.0,2021,Population
CE,23.0,Ceará,9240580.0,2021,Population
RN,24.0,Rio Grande do Norte,3560903.0,2021,Population
PB,25.0,Paraíba,4059905.0,2021,Population
PE,26.0,Pernambuco,9674793.0,2021,Population
AL,27.0,Alagoas,3365351.0,2021,Population
SE,28.0,Sergipe,2338474.0,2021,Population
BA,29.0,Bahia,14985284.0,2021,Population
Região Nordeste,,,57667842.0,2021,Population
MG,31.0,Minas Gerais,21411923.0,2021,Population
ES,32.0,Espírito Santo,4108508.0,2021,Population
RJ,33.0,Rio de Janeiro,17463349.0,2021,Population
SP,35.0,São Paulo,46649132.0,2021,Population
Região Sudeste,,,89632912.0,2021,Population
PR,41.0,Paraná,11597484.0,2021,Population
SC,42.0,Santa Catarina,7338473.0,2021,Population
RS,43.0,Rio Grande do Sul,11466630.0,2021,Population
Região Sul,,,30402587.0,2021,Population
MS,50.0,Mato Grosso do Sul,2839188.0,2021,Population
MT,51.0,Mato Grosso,3567234.0,2021,Population
GO,52.0,Goiás,7206589.0,2021,Population
DF,53.0,Distrito Federal,3094325.0,2021,Population
Região Centro-Oeste,,,16707336.0,2021,Population
BR,76.0,Brasil,213317639.0,2021,Population
RO,11.0,Rondônia,2.203519240579129,2021,Incidence
AC,12.0,Acre,2.3156418297540124,2021,Incidence
AM,13.0,Amazonas,3.559723137849108,2021,Incidence
RR,14.0,Roraima,2.6045137755797723,2021,Incidence
PA,15.0,Pará,2.8027403965125703,2021,Incidence
AP,16.0,Amapá,0.9115635251528863,2021,Incidence
TO,17.0,Tocantins,0.49770960262243186,2021,Incidence
Região Norte,,,2.602216051420635,2021,Incidence
MA,21.0,Maranhão,2.36255850827217,2021,Incidence
PI,22.0,Piauí,2.249725624678882,2021,Incidence
CE,23.0,Ceará,2.2076536321313163,2021,Incidence
RN,24.0,Rio Grande do Norte,2.0500418011948094,2021,Incidence
PB,25.0,Paraíba,1.7980716297548833,2021,Incidence
PE,26.0,Pernambuco,3.5556316295346058,2021,Incidence
AL,27.0,Alagoas,1.9611624463540356,2021,Incidence
SE,28.0,Sergipe,1.8388059905733396,2021,Incidence
BA,29.0,Bahia,2.509128288793192,2021,Incidence
Região Nordeste,,,2.4658456961160433,2021,Incidence
MG,31.0,Minas Gerais,1.298342049894351,2021,Incidence
ES,32.0,Espírito Santo,2.506992806147633,2021,Incidence
RJ,33.0,Rio de Janeiro,5.056303919712078,2021,Incidence
SP,35.0,São Paulo,2.1886795235546934,2021,Incidence
Região Sudeste,,,2.54928680661407,2021,Incidence
PR,41.0,Paraná,1.4572126161157024,2021,Incidence
SC,42.0,Santa Catarina,1.5398298801399148,2021,Incidence
RS,43.0,Rio Grande do Sul,3.017451509292617,2021,Incidence
Região Sul,,,2.0656136926768767,2021,Incidence
MS,50.0,Mato Grosso do Sul,3.1346990759329785,2021,Incidence
MT,51.0,Mato Grosso,2.326732701022697,2021,Incidence
GO,52.0,Goiás,1.248857122280735,2021,Incidence
DF,53.0,Distrito Federal,1.0018340025692194,2021,Incidence
Região Centro-Oeste,,,1.7537206410405584,2021,Incidence
BR,76.0,Brasil,2.4001765742400702,2021,Incidence
RO,11.0,Rondônia,30.0,2022,Deaths
AC,12.0,Acre,32.0,2022,Deaths
AM,13.0,Amazonas,218.0,2022,Deaths
RR,14.0,Roraima,18.0,2022,Deaths
PA,15.0,Pará,341.0,2022,Deaths
